category,title,excerpt,date,link,author,content,image
news,Yobe gov approves N708m for 461 retirees,"Yobe State governor, Mai Mala Buni, has approved over N708 million for payment of benefits to 461 retirees across the state. Buni’s Director-General of Press and Media Affairs, Alhaji Mamman Mohamme...",13th January 2024,https://punchng.com/yobe-gov-approves-n708m-for-461-retirees/,Agency Report,"Yobe State governor, Mai Mala Buni, has approved over N708 million for payment of benefits to 461 retirees across the state.
Buni’s Director-General of Press and Media Affairs, Alhaji Mamman Mohammed, said this in an interview in Damaturu on Saturday.
He said the approval was granted following the successful screening of the third batch of pensioners in the 17 local government councils of the state.
Mohammed noted that payment of the benefits would be made directly into the beneficiaries’ accounts, while deceased retirees would be paid through their next of kin.     
“The payment would no doubt support the livelihood of the retirees, especially for a decent life in retirement.  Related News  Terrorists who attacked Yobe gov’s convoy  killed – DHQ  Buni’s convoy attack: Military vows to flush out terrorists  How troops foiled attack on Yobe gov’s convoy – DHQ   
“It would be recalled that Governor Buni had in November 2023 approved an upward review of the monthly standing payment of gratuities from N100 million to N200 million.
“The governor said the review of gratuity payments was aimed at covering more beneficiaries every month.      
“The review also provides an opportunity to ensure timely payment of benefits to retired workers in the state to support their lives in retirement,” he said.
(NAN)",https://cdn.punchng.com/wp-content/uploads/2021/08/02041518/Mai-Mala-Buni2.jpg
news,"SAN, activists want Fulani men’s extrajudicial killing probed",Some right activists have called for an immediate investigation of the alleged killing of 11 Fulani men by some soldiers in Kachia Local Government Area of Kaduna State. The men were killed and dumped...,13th January 2024,https://punchng.com/san-activists-want-fulani-mens-extrajudicial-killing-probed/,Ayoola Olasupo and Muhammed Lawal,"Some right activists have called for an immediate investigation of the alleged killing of 11 Fulani men by some soldiers in Kachia Local Government Area of Kaduna State.
The men were killed and dumped in a forest by a group of military personnel after their remains were discovered and identified by their relatives and some members of the community as those arrested by some soldiers.
According to a report from a national daily, not PUNCH, the decomposing bodies of the victims; namely Safiyanu Adamu, Abdulkadir Idris, Akilu Abdullahi, Ibrahim Abubakar, Magaji Umar, Said Saleh, Abdulaziz Yusuf, Ibrahim Sani, Musa Asabe, Nura Yusuf and Nuru Magaji were discovered earlier on Monday in a forest close to an area called “Crossing”.
Relatives of the victims and some members of the community had claimed that the victims were innocent and unlawfully murdered by the military personnel.     
Adamu Idris, who is the father of one of the victims, Safiyanu Adamu, had explained that his son was arrested by the soldiers while taking him to hospital after being involved in an accident.
Abubakar Muhammad, a relative of another victim, Akilu Abdullahi, said the Abdullahi went to the market when he was arrested by soldiers, adding that they (relatives) did not hear from them (soldiers) since his arrest until he was eventually found dead in the forest.
But the Nigerian Army has since denied involvement in the killing of the men, insisting that their soldiers don’t kill suspects in their custody.      
Commenting on the matter, a Senior Advocate of Nigeria, Norrison Quakers, said such extrajudicial killings should be investigated by the relevant authorities, stressing that the erring military personnel should be identified and made to face the wrath of the law if found culpable.  Related News  Army recruitment: Group seeks release of Kaduna youths  Kaduna raises committee to manage donations to air strike victims  EFCC arrests 16 suspected Internet fraudsters in Kaduna   
He stated that the consequences of the soldiers’ conduct and actions should be subjected to criminal trials and the law be allowed to take its course.
He said, “There are consequences for such conducts and actions of extrajudicial killings. Of course, it must be investigated and if those persons are found culpable, they should be made to face the wrath of the law because extrajudicial killing is nothing but murder and the law of murder is very clear.
“The consequence of that is to be subjected to criminal trial and the law will take its course if found culpable. It involves a penalty which is death by hanging. Certainly, it has to be investigated not necessarily by the military.
“The Nigerian Police have the responsibility of investigating crime particularly when it affects the lives of innocent Nigerians being cut short. If it is investigated and these men are found culpable, it will be subjected to the military authority for them to look into it and those soldiers can now be subjected to Court Martial because they cannot be tried in civil court.”
Also, another rights lawyer, Festus Ogun, condemned the killing of innocent civilians, quoting Section 23 of the Nigerian constitution which protects citizens’ right to life.
He further urged that the military authority should carefully investigate the allegation and prosecute the perpetrators.        
Another lawyer, Abdulkareem Ridwan, noted that the soldiers had no right to kill anybody without court order, calling for the probe of the military men involved in the killings.",https://cdn.punchng.com/wp-content/uploads/2020/05/14102551/Kaduna.jpg
news,Lawmakers differ on FG’s rice palliatives,Lawmakers have denied getting rice palliatives from the Federal Government. Some lawmakers had during the Yuletide distributed trailer loads of rice to their constituents in their respective names. Am...,13th January 2024,https://punchng.com/lawmakers-differ-on-fgs-rice-palliatives/,Tope Omogbolagun and Dirisu Yakubu,"Lawmakers have denied getting rice palliatives from the Federal Government.
Some lawmakers had during the Yuletide distributed trailer loads of rice to their constituents in their respective names.
Among the federal lawmakers was the Senate leader, Opeyemi Bamidele, who according to a statement by his media office, distributed 3,000 bags of rice to his constituents during Christmas.
Similarly, the lawmaker representing Ayedire/Iwo/Olaoluwa Federal constituency, Mudashiru Lukman, on December 29, 2023, distributed 1,500 bags of rice as palliative to his constituents.     
Also, the senator representing Abia North, Orji Kalu, distributed 5,000 bags of rice to his Igbere constituents in Bende Local Government Area of Abia State, a gesture, he explained was initiated in 1986 as his philanthropic endeavour being funded by him.
Also, Senator Godiya Akwashiki distributed four trailer loads of rice worth millions of naira to his constituents in the spirit of Christmas.
In commemoration of Christmas and New Year celebrations, Senator Natasha Akpoti-Uduaghan (Kogi Central), also distributed six trailers of rice, 20,000 notebooks, and 10,000 wrappers as well as distributed 5,000 branded bags to school children in Kogi Central.      
The Senator representing Kogi West, Sunday Karimi, was also reported to have distributed eight trailer loads of rice to his constituents.
Things, however, went awry for the lawmakers, when in a viral video during the festive season, Dekeri Anamero, who represents Etsako Federal Constituency of Edo State in the National Assembly, said he got six trailer loads of rice for distribution to his constituents from the Federal Government.
Anamero, who is also a governorship aspirant on the platform of the All Progressives Congress in the 2024 state governorship election, said the N100m worth of rice was supplied through the Federal Ministry of Agriculture and Food Security.
Anamero said, “President Bola Tinubu ordered the Ministry of Agriculture to allocate N100m worth of rice and other grains to each of the 360 House of Representatives members to share with their constituents in December.  Related News  Anambra senator empowers constituents with cash, others  Lawmakers budget fresh N30bn for N’Assembly renovation  President signs budget as N’Assembly raises lawmakers allocation to N344bn   
“For the 109 senators, the allocation was N200m worth of rice palliatives for each of them to share. Please, my people, did your honourable members or senators share Tinubu’s rice in your constituency this Christmas? Don’t mind if they branded it with their pictures,” he said.
Earlier, the Senate spokesperson, Yemi Adaramodu, said that the food items and money distributed for his constituents for the celebration of Christmas and New Year were personally funded by him and not an FG allocation.
Efforts to reach him for fresh comment proved abortive as he didn’t answer his call or reply to messages from our correspondent.        
Just like Adaramodu, many of the senators refused to respond to inquiries on the rice palliative from Saturday PUNCH.
However, Senator Okechukwu Ezea (Labour Party, Enugu North), also denied receiving any form of palliative from the Federal Government but noted that the items he gave his constituent were from his benevolence.
He said, “Given the enormity of hardship faced by my constituents, I, at a personal cost, have gone ahead to distribute bags of rice in the new year across the 102 wards of my district.”
Meanwhile, a member of the House of Representatives has taken a swipe at the lawmaker representing Etsako East/Etsako West/Etsako Central Constituency, Dekeri Anamero, over what he called his careless remarks on Federal Government’s palliatives meant for distribution to Nigerians to celebrate the 2023 Christmas.
Anamero’s disclosure was said to have pitted some lawmakers against their constituents, who saw their representatives as a bunch of selfish leaders.
Speaking with Saturday PUNCH in confidence, the lawmaker said, “The truth is that the programme is real. The coordinating ministry is the Ministry of Agriculture and Food Security. I am awaiting the call from the ministry but I heard some of our colleagues have got theirs.
He said, “I cannot speak for anybody but what our colleague from Edo did is wrong. He made a careless comment. There was no need for him to say that because with or without Federal Government intervention, some of us have been giving out bags of rice to our constituents during major celebrations.”",https://cdn.punchng.com/wp-content/uploads/2023/10/28001203/palliatives.jpg
news,Tinubu condoles with Jonathan over sister’s death,"President Bola Tinubu, on Friday, sympathised with former President Goodluck Jonathan over the passing of his elder sister, Madam Obebhatein Jonathan. Tinubu conveyed his condolence through a statemen...",13th January 2024,https://punchng.com/tinubu-condoles-with-jonathan-over-sisters-death/,Stephen Angbulu and Dirisu Yakubu,"President Bola Tinubu, on Friday, sympathised with former President Goodluck Jonathan over the passing of his elder sister, Madam Obebhatein Jonathan.
Tinubu conveyed his condolence through a statement signed by his Special Adviser on Media and Publicity, Ajuri Ngelale, titled ‘President Tinubu condoles with Dr. Goodluck Jonathan over sister’s passing.’
Obebhatein, fondly called Amissi, was a teacher, businesswoman, mother, and grandmother.
According to Jonathan’s media office, she died on Thursday, January 11, 2024, at the Federal Medical Centre, Yenagoa, Bayelsa State, after a brief illness, at the age of 70.     
“She was a devout Christian, a virtuous woman and a role model to many within and outside her community,” the statement partly read.  Related News  Tinubu appoints National Theatre DG, 10 others  Supreme court verdict: Otti commends Tinubu for being neutral  Tinubu consoles Jonathan over sister’s death   
It also indicated that the burial has been scheduled for Tuesday, February 16, 2024, adding that the details of the funeral rites would be announced by the family.
President Tinubu urged Jonathan to take solace in the legacy of Amissi, who dedicated her life to the service of God and humanity.      
Also, the Speaker of the House of Representatives, Abbas Tajudeen, commiserated with Jonathan over the death of his elder sister.
In a statement issued on Friday by his Special Adviser on Media and Publicity, Musa Krishi described as painful the death of the septuagenarian noting that the late Madam Obebhatein would be remembered for her dedication and sacrifice to mankind.
Speaker Abbas urged ex-President Jonathan to take solace in the fact that Madam Obebhatein, aged 70, lived a fulfilling and impactful life as a teacher, businesswoman and Christian leader in her lifetime.",https://cdn.punchng.com/wp-content/uploads/2023/07/18181432/01-jonathan.jpg
metro-plus,Truck crushes one to death on Lagos-Abeokuta expressway,"The Ogun Traffic Compliance and Enforcement Corps said an articulated vehicle crushed a man to death while three others were injured in an accident at Toll-Gate on the Lagos-Abeokuta Expressway, on Sa...",13th January 2024,https://punchng.com/truck-crushes-one-to-death-on-lagos-abeokuta-expressway/,Agency Report,"The Ogun Traffic Compliance and Enforcement Corps said an articulated vehicle crushed a man to death while three others were injured in an accident at Toll-Gate on the Lagos-Abeokuta Expressway, on Saturday.
The South-West Area Commander of TRACEC, Mr Adekunle Ajibade, told NAN in Ota, Ogun, on Saturday that the incident occurred at about 5:06am.
Ajibade explained that the vehicle with number plate, XA356 ALD, coming from Sango-Ota to Lagos lost control due to speeding and rammed into four persons waiting to board a bus at Toll-Gate.
He added that the accident resulted in the death of a man, while three others sustained varying degrees of injuries in the fatal truck accident.   Related News  Accidents: FG plans new vehicle safety policy  Driver dies as trucks collide on Lagos bridge  My boyfriend left me after my leg was amputated — Lady   
“The corpse of the victim has been deposited at the morgue in Ifo General Hospital, Ogun, while the survivors are receiving treatment at Ota General Hospital,” he said.
Ajibade cautioned motorists, especially truck drivers, against speeding to prevent avoidable crashes.
He also reiterated the commitment of the agency to embark on more patrols to check the excesses of drivers and reduce crashes in 2024.      
(NAN)",https://cdn.punchng.com/wp-content/uploads/2024/01/02001806/accident-alogn-exp.jpg
metro-plus,"Gunmen abduct Benue LG chairman, three aides","Gunmen, in the early hours of Saturday, abducted the Caretaker Chairman of Ukum Local Government Area of Benue State, Haanongon Gideon, and three others. The chairman was said to have been kidnapped...",13th January 2024,https://punchng.com/gunmen-abduct-benue-lg-chairman-three-aides/,John Charles,"Gunmen, in the early hours of Saturday, abducted the Caretaker Chairman of Ukum Local Government Area of Benue State, Haanongon Gideon, and three others.
The chairman was said to have been kidnapped along Anyagba, Tongov, in Katsina-Ala Local Government Area of the state around 6.30am while on the way to attend the burial of the paramount ruler of Katsina-Ala LG, the Ter Katsina-Ala, Chief Fezaanga Wombo.
Among those kidnapped along with him were his personal assistant, Mr. Ior Yuhwam, his driver, and a police officer.
However, a press statement from the council secretary, Jonathan Modi, confirmed the abduction of the caretaker chairman and three others. 
The statement read in parts, “The Ukum Local Government Area Executive Council announces the kidnap of the Council Chairman, Rev. Haanongon Gideon, alongside his PA on Administration, Mr Ior Yuhwam, his driver and police officer.
“The ugly incident took place this morning, along Anyagba, Tongov, in Katsina-Ala LGA, of Benue State, around 6:30am, while on the way to attend the burial of the paramount Ruler of Katsina Ala LG, the Ter Katsina-Ala, Chief Fezaanga Wombo.”  Related News  Islamic council demands LG appointment for  Ekiti Muslims  Killings: Plateau varsity tightens security, resumes academic activities  I suspended APC primary to prevent bloodshed, says Benue gov   
The statement enjoined all the people of the local government to remain calm and be law-abiding, assuring them that measures are being taken to ensure the victims’ freedom.      
The state Commissioner for Information, Culture and Tourism, Matthew Abo, also confirmed the abduction of the chairman.
He said, “It’s true he was abducted, I cannot say much now because I am at a funeral in Katsina-Ala.”
The state Commissioner for Information, who hails from the same local government area, was also abducted by gunmen in September, 2023.
However, the state command spokesperson, SP Catherine Anene, said she was yet to be briefed.",https://cdn.punchng.com/wp-content/uploads/2022/03/10152541/Gunmen-bandit.jpeg
metro-plus,Police arrest three for robbing Ogun poly students,"The Ogun State Police Command has arrested three suspects for allegedly robbing the students of Gateway Polytechnic Sapaade, Ogun State. The Police Public Relations Officer, Omolola Odutola, disclosed...",13th January 2024,https://punchng.com/police-arrest-three-for-robbing-ogun-poly-students/,Uthman Salami,"The Ogun State Police Command has arrested three suspects for allegedly robbing the students of Gateway Polytechnic Sapaade, Ogun State.
The Police Public Relations Officer, Omolola Odutola, disclosed this to PUNCH Online in an interview on Friday.
Between late November and early December last year, multiple robbery attacks were recorded in the school, leading to the deaths of two students and several others who were reportedly injured.
These attacks reportedly led the school management to suspend physical classes and to direct the students to stay out of school for two weeks. 
Meanwhile, following a report of a break-in to the residence of some students in the Obalande area of Isara Remo on January 8, 2024, Musa Adamu, Marasa Aliu, and Yahaya Muhammed were arrested by the police in connection to the crime.  Related News  In Ogun, it’s one doctor to 6,400 patients – NMA chair  Police compiling names of notorious  land grabbers in Ogun – CP  Anambra police arrest 30 kidnappers, others   
PUNCH Online learned that a 3kg cylinder and about three mattresses suspected of being stolen from the students’ apartment were recovered by the police.
Speaking on the arrest, the police spokesperson said some students returned to the school after the holiday to discover that their apartments had been ransacked and that their refrigerator, among other items, had been stolen.      
“The students just returned from holidays and discovered that their apartment had been broken into. There was a reported case of some stolen items. Our investigation led us to the arrest of Adamu and two other suspects in the crime,” Odutola said.
Before the recent arrest, at least eight suspected robbers were apprehended in connection with robberies and killings in the school between late November and early December last year.
Also, the command was said to have recovered two Lexus cars and other items stolen during some of the attacks.",https://cdn.punchng.com/wp-content/uploads/2024/01/13140611/Police-arrest-three-for-robbing-Ogun-poly-students-e1705151170942.jpg
metro-plus,"PICTORIAL: Army seizes 176kg of cannabis, hands over suspects to NDLEA","The Commander of the 35 Artillery Brigade, Brigadier General Mohammed Aminu, has handed over 365 pieces of pawpaw-sized wrapped Cannabis Sativa, weighing approximately 176kg to the National Drugs La...",13th January 2024,https://punchng.com/pictorial-army-seizes-176kg-of-cannabis-hands-over-suspects-to-ndlea/,Hannah Johnson,"The Commander of the 35 Artillery Brigade, Brigadier General Mohammed Aminu, has handed over 365 pieces of pawpaw-sized wrapped Cannabis Sativa, weighing approximately 176kg to the National Drugs Law Enforcement Agency, Ogun State Command on January 11, 2024.

PICTORIAL: Army seizes 176kg of cannabis, hands over suspects to NDLEA
This was made known by the command on its X page on Saturday.
The suspect was apprehended during a routine patrol on January 6, 2024, at Olodo Imeko along the Imeko-Abeokuta Road in Ogun State.       Related News  Army arrests fake soldier in Nasarawa  US hands over $500,000 forensic lab to NDLEA  Upgraded forensic lab will enhance NDLEA performance - Marwa   
PICTORIAL: Army seizes 176kg of cannabis, hands over suspects to NDLEA

Representing the Commander, the Garrison Commander, Colonel Legborsi Nule, affirmed the Brigade’s ongoing collaboration with security agencies to combat crime, emphasising their commitment to maintaining high standards and professionalism among troops.
Commandant of NDLEA Ogun State Command, Jane Odili, praised the Brigade’s efforts and called for increased collaboration with the military and other security agencies in the state.      
PICTORIAL: Army seizes 176kg of cannabis, hands over suspects to NDLEA",https://cdn.punchng.com/wp-content/uploads/2024/01/13121432/WhatsApp-Image-2024-01-13-at-11.45.57-AM.jpeg
metro-plus,Police arrest two for stealing generator from Kaduna mosque,The Kaduna State Police Command said its operatives have arrested two suspects who allegedly stole a generator and solar battery from a mosque in Kaduna. The command’s Police Public Relations Office...,13th January 2024,https://punchng.com/police-arrest-two-for-stealing-generator-from-kaduna-mosque/,Agency Report,"The Kaduna State Police Command said its operatives have arrested two suspects who allegedly stole a generator and solar battery from a mosque in Kaduna.
The command’s Police Public Relations Officer, ASP Mansir Hassan, disclosed this in Kaduna on Saturday.
Hassan said based on credible information, detectives on Thursday arrested the suspect and brought him to the station in the Sabon Garin area of Hunkuyi Local Government Area in the state.
“The suspect was arrested for suspicious movement around the mosque,” he said.   Related News  Security beef up as S'Court decides seven governors' fate  Police tighten security as  S’Court rules on Plateau poll  Army arrests fake soldier in Nasarawa   
According to him, during interrogation, he confessed to having stolen a generator and solar battery at Hunkuyi and Nahuce villages in their mosque.
“The suspect further stated that he sold the stolen items to the second suspect.
“Some exhibits were recovered, and investigation is ongoing, and the suspects will be charged to court upon completion of investigation,” Hassan noted.      
(NAN)",https://cdn.punchng.com/wp-content/uploads/2024/01/13121826/The-suspects-arrested-by-police-operatives-on-alleged-of-stolen-Generator-and-Solar-battery-of-mosque-in-Kaduna-e1705144705859.jpg
metro-plus,Lagos police arraign two 'one-chance' robbery suspects,"The Lagos State Police Command has arraigned two suspects, Jamiu Olalekan (31) and Oni Adeola (27), identified as ‘one-chance’ armed robbery suspects known for their criminal activities in...",13th January 2024,https://punchng.com/lagos-police-arraign-two-one-chance-robbery-suspects/,Hannah Johnson,"The Lagos State Police Command has arraigned two suspects, Jamiu Olalekan (31) and Oni Adeola (27), identified as ‘one-chance’ armed robbery suspects known for their criminal activities in Abule-Egba and its environs.

The state Police Public Relations Officer,
SP Benjamin Hundeyin, shared the development in a statement posted on his X account on Saturday. 

Earlier, operatives of the Lagos State Traffic Management Authority reported the arrest of three alleged ‘one-chance’ armed robbers with one escaping, on January 4 near Jubilee Bridge in the Abule-Egba area of Lagos.
      
The suspects, along with their operational vehicle, a ‘T4’ commercial bus with the number plate APP 406 YE, were apprehended at the U-turn area of Abule-Egba.  Related News  Lagos police look into Tiwa Savage’s petition against Davido  VIDEO: LASTMA arrests 'one-chance' gang, recovers operational vehicle  Okada ban: Siblings accuse Lagos police of extortion, DPO intervenes   

Preliminary investigations revealed their identity as notorious ‘one-chance’ armed robbers known for operating around Abule-Egba.

Some eyewitnesses pursued them after seeing them pushing out one of their victims from their vehicle.

The two suspects were subsequently handed over to the police at the Ile-Epo Division for further investigation.        

Providing an update on Saturday, Hundeyin shared a photo of the suspects and wrote, “Following the conclusion of investigations, the suspects, Jamiu Olalekan aged 31 and Oni Adeola aged 27, have been arraigned, while their operational vehicle remains impounded.”",https://cdn.punchng.com/wp-content/uploads/2024/01/13095438/IMG_20240113_095106.jpg
metro-plus,I am now homeless – Anambra monarch whose palace was burnt,"The traditional ruler of the Isseke community in Ihiala Local Government Area of Anambra State, Igwe Emmanuel Nnabuife, on Friday, said he had been rendered homeless after yet-to-be-identified assaila...",13th January 2024,https://punchng.com/i-am-now-homeless-anambra-monarch-whose-palace-was-burnt/,Ikenna Obianeri,"The traditional ruler of the Isseke community in Ihiala Local Government Area of Anambra State, Igwe Emmanuel Nnabuife, on Friday, said he had been rendered homeless after yet-to-be-identified assailants burnt down his palace.
Isseke is a border community that shares boundaries with Imo State, and the community has been reportedly notorious for insecurity in recent times believed to have been caused by the agitation for Biafra.
A community leader in the area and eyewitness, who identified himself simply as Okeke, said the incident happened on January 3, 2024.
He said, “What the Igwe Isseke and some members of his cabinet suffered on January 3, 2024, was a reflection of what Igboland has become. 
“This is what the hoodlums always do to us for no justifiable reasons. They go after the Igwes and the indigenes of the town through burial ceremonies, traditional marriages, and weddings. For you to conduct a burial ceremony at Isseke community, they must demand N2m to N25m depending on your status.  Related News  Anambra monarch asks subjects to shun crime  Obosi community president's killers identified, says monarch  Land tussle divides monarch, indigenes in Anambra   
But speaking with our correspondent, Igwe Nnabuife, though no life was lost, the assailants destroyed everything he had laboured for.
The monarch said, “It is true that my palace was burnt down by those boys and I have lost everything that I laboured all my life to achieve, and as it is now, I am homeless.      
“Everything was razed down, but I thank God that no life was lost and nobody was harmed by those boys, and this is the way it is in my town, Isseke.”
When contacted, the Commissioner of Police in Anambra State, Aderemi Adeoye, said policemen had been deployed in search of the arsonists.
He said, “The situation in the area has been brought under control, and personnel of the command have been sent on the trail of the attackers. Investigations are still going on.”",https://cdn.punchng.com/wp-content/uploads/2024/01/12224853/DEMOLISHED-HOUSE.jpg
metro-plus,Ondo Amotekun arrests man for kidnapping eight-year-old,"The Ondo State Security Network Agency, also known as Amotekun, has arrested a scavenger, whose identity has not been revealed, for allegedly kidnapping an eight-year-old girl in Akure, the state capi...",13th January 2024,https://punchng.com/ondo-amotekun-arrests-man-for-kidnapping-eight-year-old/,Peter Dada,"The Ondo State Security Network Agency, also known as Amotekun, has arrested a scavenger, whose identity has not been revealed, for allegedly kidnapping an eight-year-old girl in Akure, the state capital.
The suspect allegedly hit the victim with a charm and put her in a sack but was arrested by the residents of the area while trying to escape.
The state Amotekun Commander , Adetunji Adeleye, while speaking on the incident on Friday, said the suspect pretended to be a scavenger to carry out the dastardly act.
The commander said the suspect would be charged to court after the completion of an investigation into the matter. 
Adeleye said, “The suspect pretended to be a scavenger picking rubbles, but luckily, the grandmother of the child heard the cry of the girl and when they looked round, they saw somebody stepping away with the child inside a sack.
“So, when they raised the alarm, he attacked them with different objects including a burning firewood he picked from a woman cooking nearby, but they were able to quickly alert Amotekun operatives and he was arrested.
“Upon interrogation, we discovered that he is actually a kidnapper and he confessed that he has been in the trade for a while. Investigation continues on his case before we would finally hand him over to the court.      
“We would like to know his sponsors, those who are his bosses, what he does with the previous ones he had successfully taken away before his arrest today.  Related News  Ondo Amotekun arrests 12 suspects, military uniform  Scavenger in shooting spree after snatching inspector’s rifle, kills one  Rivers scavenger dies in abandoned building’s collapsed staircase   
“Luckily, the victim child is mentally okay and the grandmother, despite the degree of the injury she sustained from the firewood attack, is equally responding to treatment from our health facility. ”
Speaking, the father of the victim, simply identified as James, said the cry of the victim attracted his mother who raised the alarm.
He said, “My little daughter who is eight years old came out, that she wants to use the toilet and I asked her to go to the backyard to do that.Her incessant cries attracted my mother’s attention who went to the backyard and confirmed that a man whom we mistook for a scavenger had kidnapped and hidden her inside a sac bag.
“It was my mother’s shout for help that made me went to check what was really going on and when I got there he had hit my mother with a heavy wood on her chest while she was struggling to rescue my child from him.
“The kidnapper continued to attack whoever attempts to rescue my child but I held on to him, preventing him from escaping. It was a bike man who saw the scene, that went to alert Amotekun Corps who swiftly arrived the scene and arrested the suspected kidnapper.”
The security outfit also paraded no fewer than 29 suspects arrested for being involved in various criminal activities in the state on Monday.        
Amotekun had last month arraigned a 72-year-old, Mohammadu Basiru, before a state magistrate’s court for kidnapping.
Mohammadu, who was a security man on a farm in an Owo community, and others still at large conspired to kidnap two persons includinghisboss.",https://cdn.punchng.com/wp-content/uploads/2021/01/08033903/amotekun-operate.jpg
metro-plus,"Cult groups write Ogun monarch, beg for forgiveness","Two cult groups, Neo Black Movement, popularly called Aye, and the National Association of Airlords (also known as Eiye Confraternity), Sagamu chapter, have written letters of apologies to the Akarigb...",13th January 2024,https://punchng.com/cult-groups-write-ogun-monarch-beg-for-forgiveness/,Bankole Taiwo,"Two cult groups, Neo Black Movement, popularly called Aye, and the National Association of Airlords (also known as Eiye Confraternity), Sagamu chapter, have written letters of apologies to the Akarigbo of Remoland, Oba Adewale Ajayi, asking him and other traditional rulers in Remoland to forgive them of their wrongdoings.
The two groups, in a viral letter, pleaded for mercy and promised to abide by the laws of the country.
While the letter from the Eiye Confraternity was dated December 22, 2023, that of Aye was dated December 26.
Sagamu had been enmeshed in fatal cult clashes said to have claimed no fewer than 30 lives. 
The leadership of the community, in collaboration with police, vigilance groups, the So-Safe Corps as well as Amotekun had formed a task force to deal with the menace.  Related News  Ogun monarch seeks indigenes’ support  Inflation: Implement social welfare programme, Ogun monarch urges Tinubu  Man accuses Ogun monarch of landgrabbing   
The Eiye Confraternity in its letter titled, “Letter of Apology,” and signed by “Supreme Most Eiye Confraternity,” read, “We the above-named association of Sagamu chapter, hereby apologise to everyone in the community as we are ready to operate and follow any rules and regulations been laid down by the community to stop any future recurrence.
“We are begging for your forgiveness and to please find a place in your heart to forgive us for the wrongdoings and barbaric acts that had occurred in the past, as it will not repeat itself.      
“We are deeply sorry once again; we are all making use of this medium in promising the community that Sagamu shall be peaceful till the end of time.”
Similarly, the Neo-Black Movement’s letter partly read, “We the above-named organisation want to use this medium to let the community know that we are a peaceful organisation and we will remain one.
“We also want to use this medium to appreciate your efforts in making sure there’s peaceful co-existence within Sagamu and Remo at large. Long Live Sagamu!”",https://cdn.punchng.com/wp-content/uploads/2021/02/11103230/Ogun-State-Map-1.jpg
metro-plus,"Ogun tenant accused of adultery kills bus driver, flees","A bus driver, Philip Fiama, has been reportedly stabbed to death by a co-tenant whom he accused of having an affair with his wife in the Ifo Local Government Area of Ogun State. City Round learnt that...",13th January 2024,https://punchng.com/ogun-tenant-accused-of-adultery-kills-bus-driver-flees/,Bankole Taiwo,"A bus driver, Philip Fiama, has been reportedly stabbed to death by a co-tenant whom he accused of having an affair with his wife in the Ifo Local Government Area of Ogun State.
City Round learnt that the incident occurred on January 7 at about 6:30 pm at the residence of the deceased in Sobande Close, Alagbole, Ajuwon.
Fiama, an indigene of Adamawa State, was said to have called his co-tenant aside and asked why he had allegedly been having an affair with his wife.
This was said to have led to a fight during which the suspect, identified as one Ikem Emmanuel, stabbed Fiama to death. 
The injured bus driver was said to have died while being taken to a hospital within the vicinity while Emmanuel fled to an unknown destination.  Related News  Kano NSCDC arrests son over father’s murder  85-year-old grandpa bags life jailfor killing wife  Slain Lagos chief’s three wives, seven children need justice – Sibling   
The spokesperson of the Ogun State Police Command, Omolola Odutola, confirmed the incident while speaking to our correspondent on Friday.
Odutola said, “The incident happened on Sunday, January 7. A landlord from Sobande Close, Alagbole, Ajuwon, at around 8 pm on that day came to report that one Philip Fiama, a tenant, accused Ikem Chika Emmanuel, another tenant, of sleeping with his (Fiama’s) wife.      
“This was reported to have led to a fight when Ikem Chika Emmanuel stabbed Fiama in the chest. The deceased was said to have been confirmed dead in one Tamara Hospital.
“The suspect has escaped to an unknown destination and the case has been transferred to the State Criminal Investigation Department, Ogun State Police Command headquarters, Eleweran, Abeokuta, for discreet investigation. The police are also on the trail of the fleeing suspect.”",https://cdn.punchng.com/wp-content/uploads/2018/10/10072121/Ogun-map.jpg
